layout,header,,,
layout,data,,,
,,,,
score,webscreen_id,,,id
score,iec_age,,,int_{short_event}_iec_age
score,iec_age_note,,,int_{short_event}_iec_age_note
score,iec_night_shift,,,int_{short_event}_iec_night_shift
score,iec_night_shift_note,,,int_{short_event}_iec_night_shift_note
score,iec_med_practice,,,int_{short_event}_iec_med_practice
score,iec_med_practice_note,,,int_{short_event}_iec_med_practice_note
score,iec_med_retreat,,,int_{short_event}_iec_med_retreat
score,iec_med_retreat_note,,,int_{short_event}_iec_med_retreat_note
score,iec_smartphone,,,int_{short_event}_iec_smartphone
score,iec_smartphone_note,,,int_{short_event}_iec_smartphone_note
score,iec_mh_diagnosis,,,int_{short_event}_iec_mh_diagnosis
score,iec_mh_diagnosis_note,,,int_{short_event}_iec_mh_diagnosis_note
score,iec_sud,,,int_{short_event}_iec_sud
score,iec_sud_note,,,int_{short_event}_iec_sud_note
score,iec_mh_treatment,,,int_{short_event}_iec_mh_treatment
score,iec_mh_treatment_note,,,int_{short_event}_iec_mh_treatment_note
score,iec_pregnant,,,int_{short_event}_iec_pregnant
score,iec_pregnant_note,,,int_{short_event}_iec_pregnant_note
score,iec_metal,,,int_{short_event}_iec_metal
score,iec_metal_note,,,int_{short_event}_iec_metal_note
score,iec_hair_style,,,int_{short_event}_iec_hair_style
score,iec_hair_style_note,,,int_{short_event}_iec_hair_style_note
score,iec_hair_style_removal,,,int_{short_event}_iec_hair_style_removal
score,iec_head_cover,,,int_{short_event}_iec_head_cover
score,iec_head_cover_note,,,int_{short_event}_iec_head_cover_note
score,iec_dental_implant,,,int_{short_event}_iec_dental_implant
score,iec_dental_implant_note,,,int_{short_event}_iec_dental_implant_note
score,iec_med_device,,,int_{short_event}_iec_med_device
score,iec_med_device_note,,,int_{short_event}_iec_med_device_note
score,iec_back_prob,,,int_{short_event}_iec_back_prob
score,iec_back_prob_note,,,int_{short_event}_iec_back_prob_note
score,iec_nd,,,int_{short_event}_iec_nd
score,iec_nd_note,,,int_{short_event}_iec_nd_note
score,iec_head_trauma,,,int_{short_event}_iec_head_trauma
score,iec_head_trauma_note,,,int_{short_event}_iec_head_trauma_note
score,iec_headache,,,int_{short_event}_iec_headache
score,iec_headache_note,,,int_{short_event}_iec_headache_note
score,iec_heart_attack,,,int_{short_event}_iec_heart_attack
score,iec_heart_attack_note,,,int_{short_event}_iec_heart_attack_note
score,iec_faint,,,int_{short_event}_iec_faint
score,iec_faint_note,,,int_{short_event}_iec_faint_note
score,iec_seizure,,,int_{short_event}_iec_seizure
score,iec_seizure_note,,,int_{short_event}_iec_seizure_note
score,iec_claustrophobia,,,int_{short_event}_iec_claustrophobia
score,iec_claustrophobia_note,,,int_{short_event}_iec_claustrophobia_note
score,iec_adhd_stimu,,,int_{short_event}_iec_adhd_stimu
score,iec_adhd_stimu_note,,,int_{short_event}_iec_adhd_stimu_note
score,iec_antidepressant,,,int_{short_event}_iec_antidepressant
score,iec_antidepressant_note,,,int_{short_event}_iec_antidepressant_note
score,iec_antipsychotic,,,int_{short_event}_iec_antipsychotic
score,iec_antipsychotic_note,,,int_{short_event}_iec_antipsychotic_note
score,iec_bronchodilator,,,int_{short_event}_iec_bronchodilator
score,iec_bronchodilator_note,,,int_{short_event}_iec_bronchodilator_note
score,iec_antibiotic,,,int_{short_event}_iec_antibiotic
score,iec_antibiotic_note,,,int_{short_event}_iec_antibiotic_note
score,iec_antiviral,,,int_{short_event}_iec_antiviral
score,iec_antiviral_note,,,int_{short_event}_iec_antiviral_note
score,iec_allergy_med,,,int_{short_event}_iec_allergy_med
score,iec_allergy_med_note,,,int_{short_event}_iec_allergy_med_note
